Date,Time,Location,LOCATION,LOCATION_EXACT,Operator,OPERATOR_TYPE,Flight #,Route,FROM,FROM_LONGITUDE,FROM_LATITUDE,FROM_STATE,TO,TO_LONGITUDE,TO_LATITUDE,TO_STATE,Type,Registration,cn/In,Aboard,Fatalities,Ground,Summary,Reason,Crash_ID
8/25/2001,18:45,"Marsh Harbour, Bahamas",Marsh Harbour,Bahamas,Blackhawk Int. Airways  - Private charter,Others,-,Abaco - Miami,Abaco,-77.55621,26.2932087,,Miami,-80.2264393,25.7889689,,Cessna 402B,N8097W,402B1014,9,9,0,"The aircraft crashed in flames approximately 200 ft. past the end of the runway while attempting to take off. The plane was overloaded by several hundred pounds and the weight improperly distributed, causing the pilot to lose control of the aircraft. R&B singer and actress Aaliyah Haughton, 22, was among those killed. Traces of cocaine and alcohol were found during the autopsy of the pilot. The plane was overloaded.",0,8/25/2001Cessna 402B
2/16/2005,9:13,"Near Pueblo, Colorado",Near Pueblo,Colorado,Circuit City Stores - Charter,Others,,"Richmond, VA - Saint Louis, MO  - Pueblo,CO - Irvine, CA",Richmond,-77.4360481,37.5407246,VA,Saint Louis,-90.1994042,38.6270025,"MO  - Pueblo,CO - Irvine, CA",Cessna 560 Citation V,N500AT,560-0146,8,8,0,"While on approach the business flight descended through IMC until the left wing contacted the ground. The plane crashed into a field and burned. The plane crashed because the pilots failed to notice the airplane had slowed to an unsafe speed and allowed the plane to stall. In addition, there was a thin layer of ice on the aircraft's wings. The flight crew's failure to effectively monitor and maintain airspeed and comply with procedures for deice boot activation on the approach, which caused an aerodynamistall from which they did not recover. Contributing to the accident was the FAA's failure to establish adequate certification requirements for flight into icing conditions, which led to the inadequate stall warning margin provided by the airplane's stall warning system.",0,2/16/2005Cessna 560 Citation V
8/23/2005,15:06,"Near Pucallpa, Peru",Near Pucallpa,Peru,TANS Peru,Others,204,Lima - Pucallpa - Iquitos,Lima,-77.0427934,-12.046374,,Pucallpa - Iquitos,-74.577993,-8.3623897,,Boeing B-737-244,OB-1809,22580/87,98,40,0,"The plane was about to land at Pucallpa when it ran into strong winds from a tropical storm. The pilot tried to make an emergency landing without its landing gear on a road near the jungle airport. The plane crashed, broke up and caught fire about 2 miles from the airport.",0,8/23/2005Boeing B-737-244
8/24/2001,5:42,"Ithaca, New York",Ithaca,New York,Ameristar Jet Charter,Cargo,,"Ithaca, NY - Jackson, MI",Ithaca,-76.5018807,42.4439614,NY,Jackson,-90.1848103,32.2987573,MI,Learjet 25,N153TW,25-053,2,2,0,"Shortly after taking off the cargo plane crashed into a wooded area about one-half mile from the runway. The pilot's failure to maintain a proper climb rate while taking off at night, which was a result of spatial disorientation. Factors in the accident were the low visibility and cloud conditions, and the dark night.",1,8/24/2001Learjet 25
12/25/2002,1:00,"Off Manteo, North Carolina",Off Manteo,North Carolina,Telford Aviation,Others,,Elizabeth City - Manteo,Elizabeth City,-76.2510461,36.2946008,,Manteo,-75.6757302,35.9082256,,Cessna 208B Caravan I,N1122Y,208B-0392,1,1,0,"On a positioning flight, while on approach, the plane crashed into Croatan Sound. The pilot's continued descent below the minimum descent altitude, for undetermined reasons, while performing a NDB approach, resulting in the airplane crashing into water 1.5 miles from the airport. A factor in the accident was a cloud ceiling below the minimum descent altitude and low visibility.",0,12/25/2002Cessna 208B Caravan I
4/19/2002,9:15,"PopayÃ¡n, Colombia",PopayÃ¡n,Colombia,SELVA Colombia,Others,,MedellÃ­n - PopayÃ¡n,MedellÃ­n,-75.575137,6.235925,,PopayÃ¡n,-76.6166667,2.45,,Antonov AN-32A,HK-4171X,2508,8,3,0,"The plane was being used by the Penitentiary and Prison National Institute, Inpec, to fly prisoners from MedellÃ­n to PopayÃ¡n. The aircraft had just finished flying 50 prisoners to PopayÃ¡n when it took off from PopayÃ¡n to pick up more prisoners. The aircraft nosed into the ground shortly after becoming airborne.",0,4/19/2002Antonov AN-32A
12/16/2001,10:21,"Near Medellin, Colombia",Near Medellin,Colombia,Heliandes,Others,,Medellin - Quibdo,Medellin,-75.575137,6.235925,,Quibdo,-76.6666667,5.7,,Let 410UVP-E,HK-4175X,861618,16,16,0,"The aircraft crashed into El Silencio de El manzanillo mountain at 7,800 ft., 3 minutes after taking off in heavy rain and poor visibility from Medellin Airport.",0,12/16/2001Let 410UVP-E
2/21/2002,20:44,"Lakhta, Russia",Lakhta,Russia,Military - Russian Navy,Military,-,Sanofov - Lakhta,Sanofov,-74.6405007,40.6360916,,Lakhta,30.1583357,59.991839,,Antonov AN-26,07RED,ZR726001,20,17,0,"The plane was making an emergency landing after two previous attempts in heavy snow and strong winds when it clipped treetops and crashed into a field, approximately 1.5km short of the runway.",0,2/21/2002Antonov AN-26
7/31/2008,9:53,"Owatonna, Minnesota",Owatonna,Minnesota,East Coast Jets,Others,81,"AtlantiCity, NJ- Owatonna,MN",AtlantiCity,-74.4229266,39.3642834,NJ,Owatonna,-93.2259349,44.0855572,MN,British Aerospace BAe-125-800A,N818MV,258186,8,8,0,"While attempting to land on Runway 30, the business jet landed 500 to 1000 feet down a 5,000 ft. runway, overran the runway, passed over a ditch and roadway, slid into a cornfield and broke up. One person survived the accident but died later.",0,7/31/2008British Aerospace BAe-125-800A
5/21/2000,11:28,"Near Wilkes-Barre, Pennsylvania",Near Wilkes-Barre,Pennsylvania,Executive Airlines,Others,Charter,AtlantiCity - Wilkes-Barre,AtlantiCity,-74.4229266,39.3642834,,Wilkes-Barre,-75.8813075,41.2459149,,BAe Jetstream 3101-31,N16EJ,834,19,19,0,"The plane crashed into a heavily wood area  as it was making a second approach to Wilkes-Barre/Scranton International Airport. Visibility was poor in wind, low clouds and light rain.  While attempting the second approach, the pilot reported both engines had quit but restarted one of them before the plane crashed. Investigation revealed indications of rotation on the left engine at the time of impact but the power level was not known. The right engine and propellers exhibited little or no rotation at the time of impact. Failure of the crew to ensure an adequate supply of fuel for the flight, which led to the stoppage of the right engine due to fuel exhaustion and the intermittent stoppage of the left engine.  Failure of the crew to monitor the plane's fuel state and the flightcrews failure to maintain directional control after the initial stoppage.",3,5/21/2000BAe Jetstream 3101-31
9/19/2008,23:53,"Columbia, South Carolina",Columbia,South Carolina,Global Executive Aviation,Others,,"Colombia, SC - Los Angeles, CA",Colombia,-74.297333,4.570868,SC,Los Angeles,-118.2436849,34.0522342,CA,Learjet 60,N999LJ,314,6,4,0,"The plane was attempting to take off from Columbia Metropolitan Airport when it overran the runway, crashed through a perimeter fence, struck antennas and came to rest on an embankment adjacent to highway 302.",0,9/19/2008Learjet 60
11/18/2006,21:00,"Near Leticia, Colombia",Near Leticia,Colombia,Aerosucre Colombia,Cargo,,Bogota - Leticia,Bogota,-74.0758333,4.5980556,,Leticia,-69.932808,-4.205429,,Boeing 727-23F,HK-3667X,19430/366,5,5,0,The cargo plane was on final approach when it hit a antenna tower and crashed. Fog and poor visibility prevailed at the time of the accident.,2,11/18/2006Boeing 727-23F
1/15/2009,15:06,"New York, New York",New York,New York,US Airways,Others,1549,"New York, NY- Charlotte, NC",New York,-74.0059731,40.7143528,NY,Charlotte,-80.8431267,35.2270869,NC,Airbus A320-214,N106US,1044,155,0,0,"The plane was taking off from La Guardia Airport when possibly, both engines were disabled after striking a flock of geese. The crew was able to ditch the plane in the Hudson River, making a soft landing. All 150 passengers and crew of 5 made it out safely before the plane began to sink. No one was reported to be seriously injured.",0,1/15/2009Airbus A320-214
10/31/1999,6:52,"Off Nantucket Island, Massachusetts",Off Nantucket Island,Massachusetts,EgyptAir,Others,990,New York City - Cairo,New York City,-74.0059731,40.7143528,,Cairo,31.2357116,30.0444196,,Boeing B-767-366ER,SU-GAP,24542/282,217,217,0,"The plane took off from JFK at 1:19 a.m. bound for Cairo, Egypt. Thirty-three minutes later, after attaining an altitude of 33,000 feet, it was observed on radar in an extremely rapid descent. The aircraft was observed in a 66 degree dive at 483 knots. The descent continued to 16,700 feet after which the aircraft climbed to 24,000 ft.   After that, the plane began a second dive and broke up at around 10,000 ft. crashing into the AtlantiOcean, 60 miles southeast of Nantucket Island.  The aircraft was named Thutmosis III. The accident was caused by the relief first officer's flight control inputs which caused the airplane's departure from normal cruise flight and subsequent impact with the AtlantiOcean. The reason for the first officer's actions were not determined by the NTSB. One could conclude the actions were deliberate in an attempt to commit suicide.",0,10/31/1999Boeing B-767-366ER
10/15/2004,7:46,"Near Medellin, Colombia",Near Medellin,Colombia,Aerovanguardia,Cargo,,Villavicencio - Medellin,Villavicencio,-73.6333333,4.15,,Medellin,-75.575137,6.235925,,Douglas DC-3C,HK-1503,34331,3,3,0,"During descent in poor weather, the cargo plane struck a mountain near the airport.",2,10/15/2004Douglas DC-3C
5/24/2007,17:45,"Near Pampa Hermosa, Peru",Near Pampa Hermosa,Peru,Military - Peruvian Air Force,Military,,Iquitos - Pucallpa,Iquitos,-73.2516326,-3.7436735,,Pucallpa,-74.5826166,-8.3928622,,de Havilland Canada DHC-6 Twin Otter 300,FAP-303,483,20,13,0,Crashed into dense jungle shortly after taking off from Pampa Hermosa. The plane hit a hill and split in two.,0,5/24/2007de Havilland Canada DHC-6 Twin Otter 300
10/18/2001,15:43,"Anchorage, Alaska",Anchorage,Alaska,ERA Aviation - Air Taxi,Others,,"Fire Island, AK - Anchorage, AK",Fire Island,-73.1459474,40.6475997,AK,Anchorage,-149.9002778,61.2180556,AK,Bell 206L,N400EH,45108,5,3,0,"The helicopter was flying very low because the pilot was not instrument rated. The skid hit the water followed by the tail rotor and the helicopter crashed. The pilot's failure to maintain clearance from the surface of an open body of water while intentionally attempting to maintain a very low altitude while in cruise flight. Factors include falling snow, low ceilings, whiteout/greyout conditions, and flat/glassy water.",1,10/18/2001Bell 206L
8/30/2002,18:30,"Rio Branco, Brazil",Rio Branco,Brazil,Rico Taxi AÃ©reo,Others,,Cruzeiro do Sul - Tarauaca - Rio Branco,Cruzeiro do Sul,-72.6761487,-7.6279977,,Tarauaca - Rio Branco,-67.8115066,-9.9770661,,Embraer 120ER Brasilia,PT-WRQ,120043,31,23,0,The plane crashed about 1 mile short of the runway in heavy rain and strong winds while attempting to land at Rio Branco Airport. Congressman Ildefonso Cordeiro was among the victims.,0,8/30/2002Embraer 120ER Brasilia
10/14/2004,3:56,"Halifax, Nova Scotia, Canada",Halifax,"Nova Scotia, Canada",MK Airlines,Cargo,1602,"Windsor Locks - Halifax - Zaragoza, Spain",Windsor Locks,-72.6454469,41.9242917,,Halifax - Zaragoza,-0.8895811,41.6487908,Spain,Boeing 747-244B-SF,9G-MKJ,22170,7,7,0,"The cargo plane did not gain altitude and ran off the end of the runway and crashed into a forest. The aircraft's lower aft fuselage struck a berm supporting a localizer antenna, resulting in the tail separating from the aircraft, rendering the aircraft uncontrollable. The incorrect V speeds and thrust setting were too low to enable the aircraft to take off safely for the actual weight of the aircraft. The pilots of MKA1602 did not carry out the gross error check in accordance with the company's standard operating procedures (SOPs), and the incorrect take-off performance data were not detected. Crew fatigue.",0,10/14/2004Boeing 747-244B-SF
3/18/1999,16:05,"Near Tame, Colombia",Near Tame,Colombia,ALIANSA Colombia,Others,,Cucuta - El Yopal,Cucuta,-72.5038889,7.8941667,,El Yopal,-72.405563,5.346555,,Douglas DC-3C (C-47A-DK),HK-337,11831,8,8,8,Crashed into Huirotico Hill. Wreckage found 4 days later.,0,3/18/1999Douglas DC-3C (C-47A-DK)
12/18/2003,22:00,"Mitu, Colombia",Mitu,Colombia,LÃ­neas AÃ©reas Suramericanas,Cargo,,El Yopal - Mitu,El Yopal,-72.405563,5.346555,,Mitu,140.4712215,36.3658556,,Douglas DC-9-15F,HK-4246X,47062,3,3,0,"While on approach to , the cargo plane obtained the authorization to descend from 23,000 to 7,000 ft. but  disappeared from radar screen when it struck a mountain. Wreckage was found 5 days later.",0,12/18/2003Douglas DC-9-15F
1/31/2001,16:50,"El Yopal, Colombia",El Yopal,Colombia,Lineas Aereas Suramericanas,Cargo,,El Yopal - Mitu,El Yopal,-72.405563,5.346555,,Mitu,140.4712215,36.3658556,,Sud Aviation SE-210 Caravelle 10R,HK-3932X,201,6,3,0,"While attempting to land at MitÃº, the cargo plane's landing gear struck the ground short of the threshold. A go- around was executed but the No. 1 engine was shut down because of low oil pressure. The plane flew over the control tower twice to determine the state of the landing gear. It appeared that part of the left main landing gear was missing. The crew then positioned the plane for an approach and landing. As the plane turned into long final, it struck the ground, crashed in a meadow and caught fire.",3,1/31/2001Sud Aviation SE-210 Caravelle 10R
8/24/2003,14:00,"Cap Haitien, Haiti",Cap Haitien,Haiti,Tropical Airways,Others,1301,Cap Haitien - Port au Paix,Cap Haitien,-72.199669,19.75622,,Port au Paix,3.043767,43.020395,,Let 420UVP-E,HH-TAD,861702,21,21,0,The plane crashed shortly after taking off from Cap Haitien Airport. Witnesses reported seeing smoke coming out of the back of the aircraft. The plane then nose dived into a sugarcane field and exploded.,0,8/24/2003Let 420UVP-E
